source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0050,CosmicDuke,Software,USES,T1025,Data from Removable Media,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) steals user files from removable media with file extensions and keywords that match a predefined list.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) exfiltrates collected files over FTP or WebDAV. Exfiltration servers can be separately configured from C2 servers.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1068,Exploitation for Privilege Escalation,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) attempts to exploit privilege escalation vulnerabilities CVE-2010-0232 or CVE-2010-4398.(Citation: F-Secure The Dukes)
S0050,CosmicDuke,Software,USES,T1083,File and Directory Discovery,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) searches attached and mounted drives for file extensions and keywords that match a predefined list.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1056.001,Keylogging,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) uses a keylogger.(Citation: F-Secure The Dukes)
S0050,CosmicDuke,Software,USES,T1003.004,LSA Secrets,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) collects LSA secrets.(Citation: F-Secure The Dukes)
S0050,CosmicDuke,Software,USES,T1114.001,Local Email Collection,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) searches for Microsoft Outlook data files with extensions .pst and .ost for collection and exfiltration.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1053.005,Scheduled Task,Technique,"[CosmicDuke](https://attack.mitre.org/software/S0050) uses scheduled tasks typically named ""Watchmon Service"" for persistence.(Citation: F-Secure Cosmicduke)"
S0050,CosmicDuke,Software,USES,T1113,Screen Capture,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) takes periodic screenshots and exfiltrates them.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1003.002,Security Account Manager,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) collects Windows account hashes.(Citation: F-Secure The Dukes)
S0050,CosmicDuke,Software,USES,T1573.001,Symmetric Cryptography,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) contains a custom version of the RC4 algorithm that includes a programming error.(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1071.001,Web Protocols,Technique,[CosmicDuke](https://attack.mitre.org/software/S0050) can use HTTP or HTTPS for command and control to hard-coded C2 servers.(Citation: F-Secure The Dukes)(Citation: F-Secure Cosmicduke)
S0050,CosmicDuke,Software,USES,T1543.003,Windows Service,Technique,"[CosmicDuke](https://attack.mitre.org/software/S0050) uses Windows services typically named ""javamtsup"" for persistence.(Citation: F-Secure Cosmicduke)"
S0046,CozyCar,Software,USES,T1102.002,Bidirectional Communication,Technique,[CozyCar](https://attack.mitre.org/software/S0046) uses Twitter as a backup C2 channel to Twitter accounts specified in its configuration file.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1003.001,LSASS Memory,Technique,[CozyCar](https://attack.mitre.org/software/S0046) has executed [Mimikatz](https://attack.mitre.org/software/S0002) to harvest stored credentials from the victim and further victim penetration.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1027,Obfuscated Files or Information,Technique,The payload of [CozyCar](https://attack.mitre.org/software/S0046) is encrypted with simple XOR with a rotating key. The [CozyCar](https://attack.mitre.org/software/S0046) configuration file has been encrypted with RC4 keys.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1547.001,Registry Run Keys / Startup Folder,Technique,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to set itself to be executed at system startup by adding a Registry value under one of the following Registry keys: <br><code>HKLM\Software\Microsoft\Windows\CurrentVersion\Run\</code> <br><code>HKCU\Software\Microsoft\Windows\CurrentVersion\Run\</code> <br><code>HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run</code> <br><code>HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run</code>(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1036.003,Rename System Utilities,Technique,The [CozyCar](https://attack.mitre.org/software/S0046) dropper has masqueraded a copy of the infected system's rundll32.exe executable that was moved to the malware's install directory and renamed according to a predefined configuration file.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1218.011,Rundll32,Technique,"The [CozyCar](https://attack.mitre.org/software/S0046) dropper copies the system file rundll32.exe to the install location for the malware, then uses the copy of rundll32.exe to load and execute the main [CozyCar](https://attack.mitre.org/software/S0046) component.(Citation: F-Secure CozyDuke)"
S0046,CozyCar,Software,USES,T1053.005,Scheduled Task,Technique,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to register itself as a scheduled task.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1003.002,Security Account Manager,Technique,"Password stealer and NTLM stealer modules in [CozyCar](https://attack.mitre.org/software/S0046) harvest stored credentials from the victim, including credentials used as part of Windows NTLM user authentication.(Citation: F-Secure CozyDuke)"
S0046,CozyCar,Software,USES,T1518.001,Security Software Discovery,Technique,"The main [CozyCar](https://attack.mitre.org/software/S0046) dropper checks whether the victim has an anti-virus product installed. If the installed product is on a predetermined list, the dropper will exit.(Citation: F-Secure CozyDuke)"
S0046,CozyCar,Software,USES,T1082,System Information Discovery,Technique,A system info module in [CozyCar](https://attack.mitre.org/software/S0046) gathers information on the victim host’s configuration.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1497,Virtualization/Sandbox Evasion,Technique,"Some versions of [CozyCar](https://attack.mitre.org/software/S0046) will check to ensure it is not being executed inside a virtual machine or a known malware analysis sandbox environment. If it detects that it is, it will exit.(Citation: F-Secure CozyDuke)"
S0046,CozyCar,Software,USES,T1071.001,Web Protocols,Technique,[CozyCar](https://attack.mitre.org/software/S0046)'s main method of communicating with its C2 servers is using HTTP or HTTPS.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1059.003,Windows Command Shell,Technique,A module in [CozyCar](https://attack.mitre.org/software/S0046) allows arbitrary commands to be executed by invoking <code>C:\Windows\System32\cmd.exe</code>.(Citation: F-Secure CozyDuke)
S0046,CozyCar,Software,USES,T1543.003,Windows Service,Technique,One persistence mechanism used by [CozyCar](https://attack.mitre.org/software/S0046) is to register itself as a Windows service.(Citation: F-Secure CozyDuke)
S0488,CrackMapExec,Software,USES,T1053.002,At (Windows),Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can set a scheduled task on the target system to execute commands remotely using [at](https://attack.mitre.org/software/S0110).(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1110,Brute Force,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force supplied user credentials across a network range.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1087.002,Domain Account,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the domain user accounts on a targeted system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1069.002,Domain Groups,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can gather the user accounts within domain groups.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1083,File and Directory Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover specified filetypes and log files on a targeted system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1003.004,LSA Secrets,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can dump hashed passwords from LSA secrets for the targeted system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1112,Modify Registry,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can create a registry key using wdigest.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1003.003,NTDS,Technique,"[CrackMapExec](https://attack.mitre.org/software/S0488) can dump hashed passwords associated with Active Directory using Windows' Directory Replication Services API (DRSUAPI), or Volume Shadow Copy.(Citation: CME Github September 2018)"
S0488,CrackMapExec,Software,USES,T1135,Network Share Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the shared folders and associated permissions for a targeted network.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1550.002,Pass the Hash,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can pass the hash to authenticate via SMB.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1110.001,Password Guessing,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force passwords for a specified user on a single target system or across an entire network.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1201,Password Policy Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover the password policies applied to the target system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1110.003,Password Spraying,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can brute force credential authentication by using a supplied list of usernames and a single password.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1059.001,PowerShell,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can execute PowerShell commands via WMI.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1018,Remote System Discovery,Technique,"[CrackMapExec](https://attack.mitre.org/software/S0488) can discover active IP addresses, along with the machine name, within a targeted network.(Citation: CME Github September 2018)"
S0488,CrackMapExec,Software,USES,T1003.002,Security Account Manager,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can dump usernames and hashed passwords from the SAM.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1082,System Information Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can enumerate the system drives and associated system name.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1016,System Network Configuration Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can collect DNS information from the targeted system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1049,System Network Connections Discovery,Technique,[CrackMapExec](https://attack.mitre.org/software/S0488) can discover active sessions for a targeted system.(Citation: CME Github September 2018)
S0488,CrackMapExec,Software,USES,T1047,Windows Management Instrumentation,Technique,"[CrackMapExec](https://attack.mitre.org/software/S0488) can execute remote commands using Windows Management Instrumentation.(Citation: CME Github September 2018)	"
S0115,Crimson,Software,USES,T1555.003,Credentials from Web Browsers,Technique,[Crimson](https://attack.mitre.org/software/S0115) contains a module to steal credentials from Web browsers on the victim machine.(Citation: Proofpoint Operation Transparent Tribe March 2016)
S0115,Crimson,Software,USES,T1025,Data from Removable Media,Technique,[Crimson](https://attack.mitre.org/software/S0115) contains a module to collect data from removable drives.(Citation: Proofpoint Operation Transparent Tribe March 2016)
S0115,Crimson,Software,USES,T1083,File and Directory Discovery,Technique,"[Crimson](https://attack.mitre.org/software/S0115) contains commands to list files and directories, as well as search for files matching certain extensions from a defined list.(Citation: Proofpoint Operation Transparent Tribe March 2016)"
S0115,Crimson,Software,USES,T1105,Ingress Tool Transfer,Technique,[Crimson](https://attack.mitre.org/software/S0115) contains a command to retrieve files from its C2 server.(Citation: Proofpoint Operation Transparent Tribe March 2016)
S0115,Crimson,Software,USES,T1114.001,Local Email Collection,Technique,[Crimson](https://attack.mitre.org/software/S0115) contains a command to collect and exfiltrate emails from Outlook.(Citation: Proofpoint Operation Transparent Tribe March 2016)
S0115,Crimson,Software,USES,T1095,Non-Application Layer Protocol,Technique,[Crimson](https://attack.mitre.org/software/S0115) uses a custom TCP protocol for C2.(Citation: Proofpoint Operation Transparent Tribe March 2016)
