ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0269,QUADAGENT,[QUADAGENT](https://attack.mitre.org/software/S0269) is a PowerShell backdoor used by [OilRig](https://attack.mitre.org/groups/G0049). (Citation: Unit 42 QUADAGENT July 2018),https://attack.mitre.org/software/S0269,17-Oct-18,28-Mar-20,1.1,Windows,,Malware,
S0262,QuasarRAT,"[QuasarRAT](https://attack.mitre.org/software/S0262) is an open-source, remote access tool that is publicly available on GitHub. [QuasarRAT](https://attack.mitre.org/software/S0262) is developed in the C# language. (Citation: GitHub QuasarRAT) (Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/software/S0262,17-Oct-18,28-Mar-20,1.1,Windows,xRAT,Tool,
S0055,RARSTONE,[RARSTONE](https://attack.mitre.org/software/S0055) is malware used by the [Naikon](https://attack.mitre.org/groups/G0019) group that has some characteristics similar to [PlugX](https://attack.mitre.org/software/S0013). (Citation: Aquino RARSTONE),https://attack.mitre.org/software/S0055,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0241,RATANKBA,"[RATANKBA](https://attack.mitre.org/software/S0241) is a remote controller tool used by [Lazarus Group](https://attack.mitre.org/groups/G0032). [RATANKBA](https://attack.mitre.org/software/S0241) has been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education. [RATANKBA](https://attack.mitre.org/software/S0241) has a graphical user interface to allow the attacker to issue jobs to perform on the infected machines. (Citation: Lazarus RATANKBA) (Citation: RATANKBA)",https://attack.mitre.org/software/S0241,17-Oct-18,2-Sep-20,1.1,Windows,,Malware,
S0495,RDAT,[RDAT](https://attack.mitre.org/software/S0495) is a backdoor used by the suspected Iranian threat group [OilRig](https://attack.mitre.org/groups/G0049). [RDAT](https://attack.mitre.org/software/S0495) was originally identified in 2017 and targeted companies in the telecommunications sector.(Citation: Unit42 RDAT July 2020),https://attack.mitre.org/software/S0495,28-Jul-20,15-Oct-20,1,Windows,RDAT ,Malware,
S0416,RDFSNIFFER,[RDFSNIFFER](https://attack.mitre.org/software/S0416) is a module loaded by [BOOSTWRITE](https://attack.mitre.org/software/S0415) which allows an attacker to monitor and tamper with legitimate connections made via an application designed to provide visibility and system management capabilities to remote IT techs.(Citation: FireEye FIN7 Oct 2019),https://attack.mitre.org/software/S0416,11-Oct-19,16-Oct-19,1,Windows,,Malware,
S0496,REvil,[REvil](https://attack.mitre.org/software/S0496) is a ransomware family that has been linked to the [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) group and operated as ransomware-as-a-service (RaaS) since at least April 2019. [REvil](https://attack.mitre.org/software/S0496) is highly configurable and shares code similarities with the GandCrab RaaS.(Citation: Secureworks REvil September 2019)(Citation: Intel 471 REvil March 2020)(Citation: Group IB Ransomware May 2020),https://attack.mitre.org/software/S0496,4-Aug-20,6-Apr-21,1.1,Windows,"Sodin, Sodinokibi",Malware,Edward Millington
S0258,RGDoor,[RGDoor](https://attack.mitre.org/software/S0258) is a malicious Internet Information Services (IIS) backdoor developed in the C++ language. [RGDoor](https://attack.mitre.org/software/S0258) has been seen deployed on webservers belonging to the Middle East government organizations. [RGDoor](https://attack.mitre.org/software/S0258) provides backdoor access to compromised IIS servers. (Citation: Unit 42 RGDoor Jan 2018),https://attack.mitre.org/software/S0258,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0003,RIPTIDE,[RIPTIDE](https://attack.mitre.org/software/S0003) is a proxy-aware backdoor used by [APT12](https://attack.mitre.org/groups/G0005). (Citation: Moran 2014),https://attack.mitre.org/software/S0003,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0112,ROCKBOOT,"[ROCKBOOT](https://attack.mitre.org/software/S0112) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that has been used by an unidentified, suspected China-based group. (Citation: FireEye Bootkits)",https://attack.mitre.org/software/S0112,31-May-17,9-Feb-21,1.1,Windows,,Malware,
S0240,ROKRAT,[ROKRAT](https://attack.mitre.org/software/S0240) is a cloud-based remote access tool (RAT) used by [APT37](https://attack.mitre.org/groups/G0067). This software has been used to target victims in South Korea. [APT37](https://attack.mitre.org/groups/G0067) used ROKRAT during several campaigns in 2016 through 2018. (Citation: Talos ROKRAT) (Citation: Talos Group123),https://attack.mitre.org/software/S0240,17-Oct-18,23-Nov-20,2.2,Windows,,Malware,
S0148,RTM,[RTM](https://attack.mitre.org/software/S0148) is custom malware written in Delphi. It is used by the group of the same name ([RTM](https://attack.mitre.org/groups/G0048)). Newer versions of the malware have been reported publicly as Redaman.(Citation: ESET RTM Feb 2017)(Citation: Unit42 Redaman January 2019),https://attack.mitre.org/software/S0148,31-May-17,3-Jul-20,1.1,Windows,Redaman,Malware,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point"
S0481,Ragnar Locker,[Ragnar Locker](https://attack.mitre.org/software/S0481) is a ransomware that has been in use since at least December 2019.(Citation: Sophos Ragnar May 2020)(Citation: Cynet Ragnar Apr 2020),https://attack.mitre.org/software/S0481,29-Jun-20,13-Apr-21,1.1,Windows,,Malware,
S0565,Raindrop,[Raindrop](https://attack.mitre.org/software/S0565) is a loader used by [APT29](https://attack.mitre.org/groups/G0016) that was discovered on some victim machines during investigations related to the 2020 SolarWinds cyber intrusion. It was discovered in January 2021 and was likely used since at least May 2020.(Citation: Symantec RAINDROP January 2021)(Citation: Microsoft Deep Dive Solorigate January 2021),https://attack.mitre.org/software/S0565,19-Jan-21,26-Apr-21,1.1,Windows,,Malware,
S0458,Ramsay,"[Ramsay](https://attack.mitre.org/software/S0458) is an information stealing malware framework designed to collect and exfiltrate sensitive documents, including from air-gapped systems. Researchers have identified overlaps between [Ramsay](https://attack.mitre.org/software/S0458) and the [Darkhotel](https://attack.mitre.org/groups/G0012)-associated Retro malware.(Citation: Eset Ramsay May 2020)(Citation: Antiy CERT Ramsay April 2020)",https://attack.mitre.org/software/S0458,27-May-20,14-Apr-21,1.1,Windows,,Malware,"Harry Kim, CODEMIZE"
S0364,RawDisk,"[RawDisk](https://attack.mitre.org/software/S0364) is a legitimate commercial driver from the EldoS Corporation that is used for interacting with files, disks, and partitions. The driver allows for direct modification of data on a local computer's hard drive. In some cases, the tool can enact these raw disk modifications from user-mode processes, circumventing Windows operating system security features.(Citation: EldoS RawDisk ITpro)(Citation: Novetta Blockbuster Destructive Malware)",https://attack.mitre.org/software/S0364,25-Mar-19,19-Apr-19,1,Windows,,Tool,
S0169,RawPOS,"[RawPOS](https://attack.mitre.org/software/S0169) is a point-of-sale (POS) malware family that searches for cardholder data on victims. It has been in use since at least 2008. (Citation: Kroll RawPOS Jan 2017) (Citation: TrendMicro RawPOS April 2015) (Citation: Visa RawPOS March 2015) FireEye divides RawPOS into three components: FIENDCRY, DUEBREW, and DRIFTWOOD. (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",https://attack.mitre.org/software/S0169,16-Jan-18,30-Mar-20,1.1,Windows,"DRIFTWOOD, DUEBREW, FIENDCRY",Malware,Walker Johnson
S0172,Reaver,"[Reaver](https://attack.mitre.org/software/S0172) is a malware family that has been in the wild since at least late 2016. Reporting indicates victims have primarily been associated with the ""Five Poisons,"" which are movements the Chinese government considers dangerous. The type of malware is rare due to its final payload being in the form of [Control Panel](https://attack.mitre.org/techniques/T1218/002) items.(Citation: Palo Alto Reaver Nov 2017)",https://attack.mitre.org/software/S0172,16-Jan-18,9-Feb-21,1.1,Windows,,Malware,
S0153,RedLeaves,[RedLeaves](https://attack.mitre.org/software/S0153) is a malware family used by [menuPass](https://attack.mitre.org/groups/G0045). The code overlaps with [PlugX](https://attack.mitre.org/software/S0013) and may be based upon the open source tool Trochilus. (Citation: PWC Cloud Hopper Technical Annex April 2017) (Citation: FireEye APT10 April 2017),https://attack.mitre.org/software/S0153,14-Dec-17,30-Mar-20,1.1,Windows,BUGJUICE,Malware,Edward Millington
S0075,Reg,"[Reg](https://attack.mitre.org/software/S0075) is a Windows utility used to interact with the Windows Registry. It can be used at the command-line interface to query, add, modify, and remove information. (Citation: Microsoft Reg)

Utilities such as [Reg](https://attack.mitre.org/software/S0075) are known to be used by persistent threats. (Citation: Windows Commands JPCERT)",https://attack.mitre.org/software/S0075,31-May-17,17-Oct-18,1,Windows,reg.exe,Tool,
S0511,RegDuke,[RegDuke](https://attack.mitre.org/software/S0511) is a first stage implant written in .NET and used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2017. [RegDuke](https://attack.mitre.org/software/S0511) has been used to control a compromised machine when control of other implants on the machine was lost.(Citation: ESET Dukes October 2019),https://attack.mitre.org/software/S0511,23-Sep-20,9-Oct-20,1,Windows,,Malware,
S0019,Regin,"[Regin](https://attack.mitre.org/software/S0019) is a malware platform that has targeted victims in a range of industries, including telecom, government, and financial institutions. Some [Regin](https://attack.mitre.org/software/S0019) timestamps date back to 2003. (Citation: Kaspersky Regin)",https://attack.mitre.org/software/S0019,31-May-17,29-Jun-20,1.1,Windows,,Malware,
S0332,Remcos,[Remcos](https://attack.mitre.org/software/S0332) is a closed-source tool that is marketed as a remote control and surveillance software by a company called Breaking Security. [Remcos](https://attack.mitre.org/software/S0332) has been observed being used in malware campaigns.(Citation: Riskiq Remcos Jan 2018)(Citation: Talos Remcos Aug 2018),https://attack.mitre.org/software/S0332,29-Jan-19,30-Mar-20,1.1,Windows,,Tool,
S0375,Remexi,[Remexi](https://attack.mitre.org/software/S0375) is a Windows-based Trojan that was developed in the C programming language.(Citation: Securelist Remexi Jan 2019),https://attack.mitre.org/software/S0375,17-Apr-19,30-Mar-20,1.1,Windows,,Malware,
S0166,RemoteCMD,[RemoteCMD](https://attack.mitre.org/software/S0166) is a custom tool used by [APT3](https://attack.mitre.org/groups/G0022) to execute commands on a remote system similar to SysInternal's PSEXEC functionality. (Citation: Symantec Buckeye),https://attack.mitre.org/software/S0166,16-Jan-18,31-Mar-20,1.1,Windows,,Malware,
S0592,RemoteUtilities,[RemoteUtilities](https://attack.mitre.org/software/S0592) is a legitimate remote administration tool that has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least 2021 for execution on target machines.(Citation: Trend Micro Muddy Water March 2021),https://attack.mitre.org/software/S0592,18-Mar-21,25-Apr-21,1,Windows,,Tool,
S0125,Remsec,[Remsec](https://attack.mitre.org/software/S0125) is a modular backdoor that has been used by [Strider](https://attack.mitre.org/groups/G0041) and appears to have been designed primarily for espionage purposes. Many of its modules are written in Lua. (Citation: Symantec Strider Blog),https://attack.mitre.org/software/S0125,31-May-17,28-Mar-20,1.1,Windows,"Backdoor.Remsec, ProjectSauron",Malware,
S0174,Responder,"Responder is an open source tool used for LLMNR, NBT-NS and MDNS poisoning, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication. (Citation: GitHub Responder)",https://attack.mitre.org/software/S0174,16-Jan-18,17-Oct-18,1,Windows,,Tool,
S0379,Revenge RAT,[Revenge RAT](https://attack.mitre.org/software/S0379) is a freely available remote access tool written in .NET (C#).(Citation: Cylance Shaheen Nov 2018)(Citation: Cofense RevengeRAT Feb 2019),https://attack.mitre.org/software/S0379,2-May-19,30-Mar-20,1.1,Windows,,Malware,
S0433,Rifdoor,[Rifdoor](https://attack.mitre.org/software/S0433) is a remote access trojan (RAT) that shares numerous code similarities with [HotCroissant](https://attack.mitre.org/software/S0431).(Citation: Carbon Black HotCroissant April 2020),https://attack.mitre.org/software/S0433,5-May-20,8-May-20,1,Windows,,Malware,
S0448,Rising Sun,"[Rising Sun](https://attack.mitre.org/software/S0448) is a modular backdoor malware used extensively in Operation [Sharpshooter](https://attack.mitre.org/groups/G0104). The malware has been observed targeting nuclear, defense, energy, and financial services companies across the world. [Rising Sun](https://attack.mitre.org/software/S0448) uses source code from [Lazarus Group](https://attack.mitre.org/groups/G0032)'s Trojan Duuzer.(Citation: McAfee Sharpshooter December 2018)",https://attack.mitre.org/software/S0448,14-May-20,30-Jun-20,1,Windows,,Malware,
S0400,RobbinHood,[RobbinHood](https://attack.mitre.org/software/S0400) is ransomware that was first observed being used in an attack against the Baltimore city government's computer network.(Citation: CarbonBlack RobbinHood May 2019)(Citation: BaltimoreSun RobbinHood May 2019),https://attack.mitre.org/software/S0400,29-Jul-19,30-Mar-20,1.1,Windows,,Malware,
S0270,RogueRobin,[RogueRobin](https://attack.mitre.org/software/S0270) is a payload used by [DarkHydrus](https://attack.mitre.org/groups/G0079) that has been developed in PowerShell and C#. (Citation: Unit 42 DarkHydrus July 2018)(Citation: Unit42 DarkHydrus Jan 2019),https://attack.mitre.org/software/S0270,17-Oct-18,30-Mar-20,2.1,Windows,,Malware,
S0090,Rover,[Rover](https://attack.mitre.org/software/S0090) is malware suspected of being used for espionage purposes. It was used in 2015 in a targeted email sent to an Indian Ambassador to Afghanistan. (Citation: Palo Alto Rover),https://attack.mitre.org/software/S0090,31-May-17,17-Mar-20,1.1,Windows,,Malware,
